waktu,username,tweet,tweet_cleaned,tweet_tokenization
6/14/2022 10:32,dreyshai,"@tanyakanrl Enak bangett semenjak ptm 100%, kalo belajar lebih banyak sambil bercanda smaa temen gak yang serius se… https://t.co/XCFnaL0ALi", enak bangett semenjak ptm       kalo belajar lebih banyak sambil bercanda smaa temen gak yang serius se  ,"['', 'enak', 'bangett', 'semenjak', 'ptm', 'kalo', 'belajar', 'lebih', 'banyak', 'sambil', 'bercanda', 'smaa', 'temen', 'gak', 'yang', 'serius', 'se', '']"
6/14/2022 10:05,nychtolouloudo_,"Tau aja engga😞
Padahal pengen suka sama kakel
Eh tau2 dah lulus aje
Padahal baruu aja mulai ptm kan https://t.co/vn1abyhtT3",tau aja engga disappointed face  padahal pengen suka sama kakel eh tau  dah lulus aje padahal baruu aja mulai ptm kan ,"['tau', 'aja', 'engga', 'disappointed', 'face', 'padahal', 'pengen', 'suka', 'sama', 'kakel', 'eh', 'tau', 'dah', 'lulus', 'aje', 'padahal', 'baruu', 'aja', 'mulai', 'ptm', 'kan', '']"
6/14/2022 9:20,DostamJ,@QasimAchakzai6 @ManzoorPashteen Za pa de ksm kom che mung sra PTM na bla kha lara nishta. Manzoor ghonde insan de… https://t.co/IMl0kVNQ03,  za pa de ksm kom che mung sra ptm na bla kha lara nishta  manzoor ghonde insan de  ,"['', 'za', 'pa', 'de', 'ksm', 'kom', 'che', 'mung', 'sra', 'ptm', 'na', 'bla', 'kha', 'lara', 'nishta', 'manzoor', 'ghonde', 'insan', 'de', '']"
6/14/2022 9:16,thaqifmdi,@ndrhsbsqlb Eh dah start? Ka ptm skrg?, eh dah start  ka ptm skrg ,"['', 'eh', 'dah', 'start', 'ka', 'ptm', 'skrg', '']"
6/14/2022 9:15,yuwjichan,@convomf Akhirnya ketemu temen lagi pas PTM https://t.co/WPuqUY7XdK, akhirnya ketemu temen lagi pas ptm ,"['', 'akhirnya', 'ketemu', 'temen', 'lagi', 'pas', 'ptm', '']"
6/14/2022 9:11,anttieee_,"@Askrlfess Ini maksudnya dia menghalangi lo untuk kembali ke PTM kampus, krn di yogya dia merasa keberatan? 

Ya kali 🤣. 
Skip aja deh.", ini maksudnya dia menghalangi lo untuk kembali ke ptm kampus  krn di yogya dia merasa keberatan    ya kali  rolling on the floor laughing    skip aja deh ,"['', 'ini', 'maksudnya', 'dia', 'menghalangi', 'lo', 'untuk', 'kembali', 'ke', 'ptm', 'kampus', 'krn', 'di', 'yogya', 'dia', 'merasa', 'keberatan', 'ya', 'kali', 'rolling', 'on', 'the', 'floor', 'laughing', 'skip', 'aja', 'deh', '']"
6/14/2022 8:44,gimmecoffeern,"@hopeeine 💀irl awaaz nhi nikalti bhai😭💀baspan se introvert, 2nd class ki ptm mein teacher boli thi mum say ""apki beti baat hi nhi karti""",  skull irl awaaz nhi nikalti bhai loudly crying face  skull baspan se introvert   nd class ki ptm mein teacher boli thi mum say  apki beti baat hi nhi karti ,"['', 'skull', 'irl', 'awaaz', 'nhi', 'nikalti', 'bhai', 'loudly', 'crying', 'face', 'skull', 'baspan', 'se', 'introvert', 'nd', 'class', 'ki', 'ptm', 'mein', 'teacher', 'boli', 'thi', 'mum', 'say', 'apki', 'beti', 'baat', 'hi', 'nhi', 'karti', '']"
6/14/2022 8:30,urjiinji,"kata gw se-gak ngapa2innya lu di sekolah tetep hrus dateng walaupun cuman ga ngapa-ngapain karena kapan lagi anjir,… https://t.co/Ji9gzm52Q4",kata gw se gak ngapa innya lu di sekolah tetep hrus dateng walaupun cuman ga ngapa ngapain karena kapan lagi anjir   ,"['kata', 'gw', 'se', 'gak', 'ngapa', 'innya', 'lu', 'di', 'sekolah', 'tetep', 'hrus', 'dateng', 'walaupun', 'cuman', 'ga', 'ngapa', 'ngapain', 'karena', 'kapan', 'lagi', 'anjir', '']"
6/14/2022 7:48,Miguel50902779,@_elhg ptm yeye, ptm yeye,"['', 'ptm', 'yeye']"
6/14/2022 7:43,quramarzuki,Ingatkan tiba tiba Jun. Eh rupanya tiba tiba August. 🫠😂 apo weh ptm sampai 5 mingguuuu!!!!,ingatkan tiba tiba jun  eh rupanya tiba tiba august   melting face  face with tears of joy  apo weh ptm sampai   mingguu ,"['ingatkan', 'tiba', 'tiba', 'jun', 'eh', 'rupanya', 'tiba', 'tiba', 'august', 'melting', 'face', 'face', 'with', 'tears', 'of', 'joy', 'apo', 'weh', 'ptm', 'sampai', 'mingguu', '']"
6/14/2022 7:42,heyyyyyoooooou,Dok dengar cerita ptm nak buat bersemuka tahun depan dekat kelantan pulak tu 🧐 guana niii 😶,dok dengar cerita ptm nak buat bersemuka tahun depan dekat kelantan pulak tu  face with monocle  guana nii  face without mouth ,"['dok', 'dengar', 'cerita', 'ptm', 'nak', 'buat', 'bersemuka', 'tahun', 'depan', 'dekat', 'kelantan', 'pulak', 'tu', 'face', 'with', 'monocle', 'guana', 'nii', 'face', 'without', 'mouth', '']"
6/14/2022 7:34,jawapos,"Ajaran Baru, Pemkab Pati Berlakukan PTM 100 Persen  https://t.co/NLI1glbt5t",ajaran baru  pemkab pati berlakukan ptm     persen  ,"['ajaran', 'baru', 'pemkab', 'pati', 'berlakukan', 'ptm', 'persen', '']"
6/14/2022 7:34,ndutyke,Tak terduga tak disangka… MasB PTM!! https://t.co/473wAyzrPO,tak terduga tak disangka  masb ptm  ,"['tak', 'terduga', 'tak', 'disangka', 'masb', 'ptm', '']"
6/14/2022 7:12,FareedKhanKak19,@ProfMIsmail ia wahed ptm he zooi, ia wahed ptm he zooi,"['', 'ia', 'wahed', 'ptm', 'he', 'zooi']"
6/14/2022 7:01,murianewscom,"Wakili Indonesia, Delapan Atlet PTM Sukun Bertolak ke Bangkok

Selengkapnya klik tautan berikut ini.
#InfoOlahraga… https://t.co/l6s1jUvMah",wakili indonesia  delapan atlet ptm sukun bertolak ke bangkok  selengkapnya klik tautan berikut ini  infoolahraga  ,"['wakili', 'indonesia', 'delapan', 'atlet', 'ptm', 'sukun', 'bertolak', 'ke', 'bangkok', 'selengkapnya', 'klik', 'tautan', 'berikut', 'ini', 'infoolahraga', '']"
6/14/2022 6:55,ninoqazi,@akkhan81 Ptm awp ndm, ptm awp ndm,"['', 'ptm', 'awp', 'ndm']"
6/14/2022 6:49,hamzakbarki,@Jo_Khxn Da PTM ao da nationalist da di hafizay dere kamzoray di., da ptm ao da nationalist da di hafizay dere kamzoray di ,"['', 'da', 'ptm', 'ao', 'da', 'nationalist', 'da', 'di', 'hafizay', 'dere', 'kamzoray', 'di', '']"
6/14/2022 6:42,kitasemuasama10,@Ritafauzh @jumintenkoplak Ketemu buzzer ptm dong Hahahahah.,  ketemu buzzer ptm dong hahahahah ,"['', 'ketemu', 'buzzer', 'ptm', 'dong', 'hahahahah', '']"
6/14/2022 6:16,liomoue,Tugas pkn yg mn sih ibunya aja ga pernah masuk pas ptm 100%,tugas pkn yg mn sih ibunya aja ga pernah masuk pas ptm     ,"['tugas', 'pkn', 'yg', 'mn', 'sih', 'ibunya', 'aja', 'ga', 'pernah', 'masuk', 'pas', 'ptm', '']"
6/14/2022 6:13,abhaider,"@MahrangBaloch_ Naam lain Mengal, Bugti , PTM Pipli ka?", naam lain mengal  bugti   ptm pipli ka ,"['', 'naam', 'lain', 'mengal', 'bugti', 'ptm', 'pipli', 'ka', '']"
6/14/2022 5:59,hsultan015,@Sangeen68822411 @ProfMIsmail Ma ba darta wyl ror chi da khalq khpl seyasat ao publicity ki . Mung mkhki hum d manz… https://t.co/XyvQzLHUyz,  ma ba darta wyl ror chi da khalq khpl seyasat ao publicity ki   mung mkhki hum d manz  ,"['', 'ma', 'ba', 'darta', 'wyl', 'ror', 'chi', 'da', 'khalq', 'khpl', 'seyasat', 'ao', 'publicity', 'ki', 'mung', 'mkhki', 'hum', 'd', 'manz', '']"
6/14/2022 5:09,gwonfire,"HOSEOK PTM!*;#,1;3*2$ https://t.co/8SCtDFxqbl",hoseok ptm           ,"['hoseok', 'ptm', '']"
6/14/2022 5:07,apasiyass,"ptm day 110
baru up soalnya tdi telat https://t.co/Krp6KDOzYc",ptm day     baru up soalnya tdi telat ,"['ptm', 'day', 'baru', 'up', 'soalnya', 'tdi', 'telat', '']"
6/14/2022 4:51,Saif07559254,"@SabaHyder1 Oh it's for Balochs only ??
2 maah Tak ptm k phatan Bethe rahe kse ne nhi uthaya
Aj pory Baloch qayum P… https://t.co/DHAtIxX9Ct", oh it s for balochs only     maah tak ptm k phatan bethe rahe kse ne nhi uthaya aj pory baloch qayum p  ,"['', 'oh', 'it', 's', 'for', 'balochs', 'only', 'maah', 'tak', 'ptm', 'k', 'phatan', 'bethe', 'rahe', 'kse', 'ne', 'nhi', 'uthaya', 'aj', 'pory', 'baloch', 'qayum', 'p', '']"
6/14/2022 4:49,officialhamzali,@khybereena Zrah mai yakh sho che PTM wala sra hum dase okey …. Taso tre stargo toor jhor kre wo, zrah mai yakh sho che ptm wala sra hum dase okey    taso tre stargo toor jhor kre wo,"['', 'zrah', 'mai', 'yakh', 'sho', 'che', 'ptm', 'wala', 'sra', 'hum', 'dase', 'okey', 'taso', 'tre', 'stargo', 'toor', 'jhor', 'kre', 'wo']"
6/14/2022 4:46,lilianyaxmim_,"viciei em tft, ptm kkkkkkk",viciei them tft  ptm okay,"['viciei', 'them', 'tft', 'ptm', 'okay']"
6/14/2022 4:18,mengucur,ptm skrng sampe jam brp ya,ptm skrng sampe jam brp ya,"['ptm', 'skrng', 'sampe', 'jam', 'brp', 'ya']"
6/14/2022 4:14,mytearsricoch13,Ptm ya,ptm ya,"['ptm', 'ya']"
6/14/2022 4:00,BidikUtama,https://t.co/JHyTZdAVNg – Universitas Sultan Ageng Tirtayasa (Untirta) kembali keluarkan edaran baru mengenai Perku… https://t.co/VWQZRFUgPX,   universitas sultan ageng tirtayasa  untirta  kembali keluarkan edaran baru mengenai perku  ,"['', 'universitas', 'sultan', 'ageng', 'tirtayasa', 'untirta', 'kembali', 'keluarkan', 'edaran', 'baru', 'mengenai', 'perku', '']"
6/14/2022 3:59,ndrhsbsqlb,@aesyahtaeng Semangat ptm hahah, semangat ptm hahah,"['', 'semangat', 'ptm', 'hahah']"
6/14/2022 3:46,naomitls,ptm yaaa,ptm yaa,"['ptm', 'yaa']"
6/14/2022 3:40,FArguello96,Njoooodannn ptm🙄🙄🙄 https://t.co/lmJDNF7Rnh,njoodann ptm face with rolling eyes  face with rolling eyes  face with rolling eyes  ,"['njoodann', 'ptm', 'face', 'with', 'rolling', 'eyes', 'face', 'with', 'rolling', 'eyes', 'face', 'with', 'rolling', 'eyes', '']"
6/14/2022 3:36,ssilentcryy,PTM ptkadosvsjsi QUE ESYA SLSHDKSBDHDJDI MINGO NUNCA DIVEN BASA UMPORTATE Y AHORITA TE TIERAS ESOSOSBDJFHN https://t.co/o1F4nBWaJl,ptm ptkadosvsjsi que esya slshdksbdhdjdi mingo nunca diven basa umportate y ahorita te tieras esososbdjfhn ,"['ptm', 'ptkadosvsjsi', 'que', 'esya', 'slshdksbdhdjdi', 'mingo', 'nunca', 'diven', 'basa', 'umportate', 'y', 'ahorita', 'te', 'tieras', 'esososbdjfhn', '']"
6/14/2022 3:36,spymiel,YUUTA PTM.,yuuta ptm ,"['yuuta', 'ptm', '']"
6/14/2022 3:33,sweett_yoongi,HELP PTM PTM JIMIN https://t.co/zcM5lqlUQb,help ptm ptm jimin ,"['help', 'ptm', 'ptm', 'jimin', '']"
6/14/2022 3:33,miindho,"@hanjilsi terus gimane, ptm mau ga?", terus gimane  ptm mau ga ,"['', 'terus', 'gimane', 'ptm', 'mau', 'ga', '']"
6/14/2022 3:32,YoonVlights,JUNGKOOK PTM 😩 https://t.co/lMs9g2OvvT,jungkook ptm  weary face  ,"['jungkook', 'ptm', 'weary', 'face', '']"
6/14/2022 3:29,VaPBangtan13,ASUU PTM https://t.co/jv1zcWqMVA,asuu ptm ,"['asuu', 'ptm', '']"
6/14/2022 3:25,kookieJeikei,OJALA QUE JIMIN SALGA ASI PTM AKFBAKFVAKSK PTM https://t.co/HuqNE0ws5t,ojala que jimin salga asi ptm akfbakfvaksk ptm ,"['ojala', 'que', 'jimin', 'salga', 'asi', 'ptm', 'akfbakfvaksk', 'ptm', '']"
6/14/2022 3:23,bettodamian,Yaa ptm yaaa!😔,yaa ptm yaa  pensive face ,"['yaa', 'ptm', 'yaa', 'pensive', 'face', '']"
6/14/2022 3:22,noraimaan,"3) Kalau pelajar tersebut mempunya masalah WIFI misalnya, maklumlah um is one, tapi wifinya tak pernah number one p… https://t.co/Cn8YCNooWR",   kalau pelajar tersebut mempunya masalah wifi misalnya  maklumlah um is one  tapi wifinya tak pernah number one p  ,"['', 'kalau', 'pelajar', 'tersebut', 'mempunya', 'masalah', 'wifi', 'misalnya', 'maklumlah', 'um', 'is', 'one', 'tapi', 'wifinya', 'tak', 'pernah', 'number', 'one', 'p', '']"
6/14/2022 3:04,matmorantee,JAKSSKDGKSJS PTM,jaksskdgksjs ptm,"['jaksskdgksjs', 'ptm']"
6/14/2022 3:02,ZainabSwati,@WazeerA62338637 @BabaJaniPTI2 Endian lagte ho.. haina babua!!! 😂 ya PTM ke begairat ho?,  endian lagte ho  haina babua   face with tears of joy  ya ptm ke begairat ho ,"['', 'endian', 'lagte', 'ho', 'haina', 'babua', 'face', 'with', 'tears', 'of', 'joy', 'ya', 'ptm', 'ke', 'begairat', 'ho', '']"
6/14/2022 2:51,NatRoca,Voyonoviyvoybaknflandlskskslsnwkskdkkdksd ptm reencuentro,voyonoviyvoybaknflandlskskslsnwkskdkkdksd ptm reencuentro,"['voyonoviyvoybaknflandlskskslsnwkskdkkdksd', 'ptm', 'reencuentro']"
6/14/2022 2:48,DavidMex2003,te amo joddy ptm JSUFJQISUDJA,te amo joddy ptm jsufjqisudja,"['te', 'amo', 'joddy', 'ptm', 'jsufjqisudja']"
6/14/2022 2:46,PatoMHMS,PTM KLAY,ptm klay,"['ptm', 'klay']"
6/14/2022 2:45,shani_PTI_100,"@dtnoorkhan Eman mazari ko kuch log isliye defend kr ry hain kiu k jo galia deta (Hamid Mir , PTM etc) wo sb Bajwa… https://t.co/MdiaiYpZAW", eman mazari ko kuch log isliye defend kr ry hain kiu k jo galia deta  hamid mir   ptm etc  wo sb bajwa  ,"['', 'eman', 'mazari', 'ko', 'kuch', 'log', 'isliye', 'defend', 'kr', 'ry', 'hain', 'kiu', 'k', 'jo', 'galia', 'deta', 'hamid', 'mir', 'ptm', 'etc', 'wo', 'sb', 'bajwa', '']"
6/14/2022 2:37,beommhyun,@i4c0ffee PTM PERDON DJAJDJA, ptm perdon djajdja,"['', 'ptm', 'perdon', 'djajdja']"
6/14/2022 2:30,neverstory25,"@Itxpeace ptm linda :( , faitin", ptm linda      faitin,"['', 'ptm', 'linda', 'faitin']"
6/14/2022 2:01,Mapaxitouwu,@D_Ahed0 Kajsjakakkwkwkqkwksksjbd ptm Dieguito xddd, kajsjakakkwkwkqkwksksjbd ptm dieguito xdd,"['', 'kajsjakakkwkwkqkwksksjbd', 'ptm', 'dieguito', 'xdd']"
6/14/2022 1:51,itsasadgay,@rabanitogei Oe ptm, oe ptm,"['', 'oe', 'ptm']"
6/14/2022 1:02,hilihembohws,hua degdeg an bgt taun ajaran baru 100% ptm..🫠,hua degdeg an bgt taun ajaran baru      ptm  melting face ,"['hua', 'degdeg', 'an', 'bgt', 'taun', 'ajaran', 'baru', 'ptm', 'melting', 'face', '']"
6/14/2022 0:55,milky_miru1108,Kedapetan uji coba ptm akhirnya :'),kedapetan uji coba ptm akhirnya    ,"['kedapetan', 'uji', 'coba', 'ptm', 'akhirnya', '']"
6/14/2022 0:27,Maytte_4,@luva_mejias @barbie_context JAJAJSIWISUSWUWUA PTM,  jajajsiwisuswuwua ptm,"['', 'jajajsiwisuswuwua', 'ptm']"
6/14/2022 0:26,LuiisChacon_,Ptm Guatemala 🙃,ptm guatemala  upside down face ,"['ptm', 'guatemala', 'upside', 'down', 'face', '']"
6/14/2022 0:25,pkm_bosel,"11. Rekon : mb indah..mb irma 

12. Rapat persiapan bulan ptm di sepindo: tim ptm ( bu nur, mb indri, mb vanisa, mb… https://t.co/UZDo1OzZUl",    rekon   mb indah mb irma       rapat persiapan bulan ptm di sepindo  tim ptm   bu nur  mb indri  mb vanisa  mb  ,"['', 'rekon', 'mb', 'indah', 'mb', 'irma', 'rapat', 'persiapan', 'bulan', 'ptm', 'di', 'sepindo', 'tim', 'ptm', 'bu', 'nur', 'mb', 'indri', 'mb', 'vanisa', 'mb', '']"
6/14/2022 0:12,fcIcb,PTM XOMO ME GUSRA https://t.co/AeZLSfdwba,ptm xomo me gusra ,"['ptm', 'xomo', 'me', 'gusra', '']"
6/14/2022 0:04,sashaperonogrey,@halogeno111 @itswbear Ptm HAJAHAHAHA,  ptm hajahahaha,"['', 'ptm', 'hajahahaha']"
6/13/2022 23:49,ZainUlAbdinReal,@UmairDabeer Jb nawaz sharif ko ptm ko achakzai ko ejazat hai siasat ki to Muhajiro ko q nai hai?? Hmhry sath ye sutelo jaisa sulook q?, jb nawaz sharif ko ptm ko achakzai ko ejazat hai siasat ki to muhajiro ko q nai hai  hmhry sath ye sutelo jaisa sulook q ,"['', 'jb', 'nawaz', 'sharif', 'ko', 'ptm', 'ko', 'achakzai', 'ko', 'ejazat', 'hai', 'siasat', 'ki', 'to', 'muhajiro', 'ko', 'q', 'nai', 'hai', 'hmhry', 'sath', 'ye', 'sutelo', 'jaisa', 'sulook', 'q', '']"
6/13/2022 23:36,atanghyuk,oe ptm nooo https://t.co/nCazazbrM6,oe ptm noo ,"['oe', 'ptm', 'noo', '']"
6/13/2022 23:01,wllsxdan,OE SI PTM UKWKWISHSK https://t.co/JZmK0HRtTM,oe si ptm ukwkwishsk ,"['oe', 'si', 'ptm', 'ukwkwishsk', '']"
6/13/2022 22:38,chocomentalover,nqbszuqols no dejan dormir ptm,nqbszuqols no dejan dormir ptm,"['nqbszuqols', 'no', 'dejan', 'dormir', 'ptm']"
6/13/2022 22:17,dinolobe,Oe siiii ptm 😭😭😭😭 https://t.co/Pka0kprqyQ,oe sii ptm  loudly crying face  loudly crying face  loudly crying face  loudly crying face  ,"['oe', 'sii', 'ptm', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', '']"
6/13/2022 22:15,adriphima,Ptm full yop https://t.co/ZkRtvptXMu,ptm full yop ,"['ptm', 'full', 'yop', '']"
6/13/2022 22:13,__xja_,ptm YAAAA https://t.co/h3UT9knlZG,ptm yaa ,"['ptm', 'yaa', '']"
6/13/2022 22:13,Joss_SCh,Ptm hagan stream carajo,ptm hagan stream carajo,"['ptm', 'hagan', 'stream', 'carajo']"
6/13/2022 22:06,blamehrry,SI ERA PTM JAKSDKSKQKKSKDKSNSNNSNA https://t.co/us7iDNYN3b,si era ptm jaksdkskqkkskdksnsnnsna ,"['si', 'era', 'ptm', 'jaksdkskqkkskdksnsnnsna', '']"
6/13/2022 22:04,aishapalos,Ptm deseo la alacena de khloe kardashian,ptm deseo la alacena de khloe kardashian,"['ptm', 'deseo', 'la', 'alacena', 'de', 'khloe', 'kardashian']"
6/13/2022 22:00,rxchxbxx,@aleseminario6 Ptm y yo con mi polera favorita con Gomito uwu, ptm y yo con mi polera favorita con gomito uwu,"['', 'ptm', 'y', 'yo', 'con', 'mi', 'polera', 'favorita', 'con', 'gomito', 'uwu']"
6/13/2022 21:33,ihbwourry,@finexmind97 AYUDA AJHSAKDHAKHDJAD NOOO PTM, ayuda ajhsakdhakhdjad noo ptm,"['', 'ayuda', 'ajhsakdhakhdjad', 'noo', 'ptm']"
6/13/2022 21:30,ottivy,@bluwthv PTM JAJAKAKSKSK NI PARA LLORAR CON TU TWEET, ptm jajakaksksk ni para llorar con tu tweet,"['', 'ptm', 'jajakaksksk', 'ni', 'para', 'llorar', 'con', 'tu', 'tweet']"
6/13/2022 21:24,GianeJR,@Le_moiv Tmr siii la mufa ptm, tomorrow sii la mufa ptm,"['', 'tomorrow', 'sii', 'la', 'mufa', 'ptm']"
6/13/2022 21:24,Llu74547133,@lhh_onlymine JAJABSNSBDNDNDNF PTM, jajabsnsbdndndnf ptm,"['', 'jajabsnsbdndndnf', 'ptm']"
6/13/2022 21:20,CiudadanoCae,Oe ptm 💔 https://t.co/V9lsSy7Ct0,oe ptm  broken heart  ,"['oe', 'ptm', 'broken', 'heart', '']"
6/13/2022 21:18,fandemimayi1,@shxwlili Ysi ptm :(, ysi ptm   ,"['', 'ysi', 'ptm', '']"
6/13/2022 21:17,isixraww,ptm wilbur 💔 https://t.co/mf0YmrZ1qe,ptm wilbur  broken heart  ,"['ptm', 'wilbur', 'broken', 'heart', '']"
6/13/2022 21:16,iugjrl,"@REDJPGarcia ia dar bem melhor, mas aquela thaliyah ptm ein. #GoRED", ia dar bem melhor  mas aquela thaliyah ptm ein  gored,"['', 'ia', 'dar', 'bem', 'melhor', 'mas', 'aquela', 'thaliyah', 'ptm', 'ein', 'gored']"
6/13/2022 21:15,Saif07559254,@zehrijournalist @MaryamNSharif @HamidMirPAK @ImaanZHazir @asmashirazi @CMShehbaz @a_siab @Xadeejournalist… https://t.co/XXZz3lSZP4,    ,"['', '']"
6/13/2022 21:08,Ser_DelSol,@IzquierdaPe Keiko ptm 🤦🏽‍♂️, keiko ptm  man facepalming medium skin tone ,"['', 'keiko', 'ptm', 'man', 'facepalming', 'medium', 'skin', 'tone', '']"
6/13/2022 21:06,Cisreader,@briixbooks JABZKANDAKSBAKZNAKSJAA PTM POBRECITO, jabzkandaksbakznaksjaa ptm pobrecito,"['', 'jabzkandaksbakznaksjaa', 'ptm', 'pobrecito']"
6/13/2022 21:04,CarlaCarlalu,Ptm lapadula😭😭😭 https://t.co/XlOp43CHRN,ptm lapadula loudly crying face  loudly crying face  loudly crying face  ,"['ptm', 'lapadula', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', '']"
6/13/2022 21:03,ZainabSwati,"@hello_iamsrk @SdqJaan Yeh hamare Afghani Bhai hai PTM wale inhein kahan Hadi milti hai dum hilane lagte hain, always a pleasure",  yeh hamare afghani bhai hai ptm wale inhein kahan hadi milti hai dum hilane lagte hain  always a pleasure,"['', 'yeh', 'hamare', 'afghani', 'bhai', 'hai', 'ptm', 'wale', 'inhein', 'kahan', 'hadi', 'milti', 'hai', 'dum', 'hilane', 'lagte', 'hain', 'always', 'a', 'pleasure']"
6/13/2022 21:00,themsheadphones,OE PTM https://t.co/L9Hfs6VFVo,oe ptm ,"['oe', 'ptm', '']"
6/13/2022 21:00,AlexAngela_,Ptm Peru😞,ptm peru disappointed face ,"['ptm', 'peru', 'disappointed', 'face', '']"
6/13/2022 21:00,JJRosales_01,Ptm peru:(,ptm peru  ,"['ptm', 'peru', '']"
6/13/2022 20:59,niazmars,Oe ptm no me hallo,oe ptm no me hallo,"['oe', 'ptm', 'no', 'me', 'hallo']"
6/13/2022 20:59,jl_rodriguezm,OE ptm https://t.co/gIOPjrPYW3,oe ptm ,"['oe', 'ptm', '']"
6/13/2022 20:58,mrtyasociados,Pta qur bajon ptm,pta qur bajon ptm,"['pta', 'qur', 'bajon', 'ptm']"
6/13/2022 20:57,AroEngene,PTM tan cerca,ptm tan cerca,"['ptm', 'tan', 'cerca']"
6/13/2022 20:57,zekxzu,ptm peru :(,ptm peru   ,"['ptm', 'peru', '']"
6/13/2022 20:57,kinnxlili,Ptm peru,ptm peru,"['ptm', 'peru']"
6/13/2022 20:57,LuisOrbegosoCh,@SalomDasVargas1 Kuaraaaaaaassssss PTM, kuaraass ptm,"['', 'kuaraass', 'ptm']"
6/13/2022 20:56,botpats,Ptm tan cerca,ptm tan cerca,"['ptm', 'tan', 'cerca']"
6/13/2022 20:55,lisaphantomspe,Ptm advicunla,ptm advicunla,"['ptm', 'advicunla']"
6/13/2022 20:55,piatizzii,PTM ME QUEKRO NATAR,ptm me quekro natar,"['ptm', 'me', 'quekro', 'natar']"
6/13/2022 20:54,shuueresmio,CTM PTM LRCT,ctm ptm lrct,"['ctm', 'ptm', 'lrct']"
6/13/2022 20:53,kittygabs_,SAN GALLESE PTM TAPALAAAAA,san gallese ptm tapalaa,"['san', 'gallese', 'ptm', 'tapalaa']"
6/13/2022 20:51,majo_castrov,GAKLESE LA PTM DA,gaklese la ptm da,"['gaklese', 'la', 'ptm', 'da']"
6/13/2022 20:51,blissmnho,PTM TAPIA,ptm tapia,"['ptm', 'tapia']"
6/13/2022 20:50,goldenxwonder,PTM YA PS TAPIAAA,ptm ya ps tapiaa,"['ptm', 'ya', 'ps', 'tapiaa']"
6/13/2022 20:49,agvsmta,PTM UDHEKF,ptm udhekf,"['ptm', 'udhekf']"
6/13/2022 20:49,hoonieenha7,PTM KRJO JODER MIERDA FUCK SHIT,ptm krjo joder mierda fuck shit,"['ptm', 'krjo', 'joder', 'mierda', 'fuck', 'shit']"
6/13/2022 20:48,LTHSBEL91,PTM FISPWUEIS,ptm fispwueis,"['ptm', 'fispwueis']"
6/13/2022 20:47,Forelsk7,PTM GOOLL,ptm gooll,"['ptm', 'gooll']"
6/13/2022 20:45,_HAT3Y0U_,GOL PTM GOL GOL,gol ptm gol gol,"['gol', 'ptm', 'gol', 'gol']"
6/13/2022 20:45,cmfrtbl_nmb,Ahavavwbsbnabbndnan Sbs zbdlsmx dms Ptm,ahavavwbsbnabbndnan sbs zbdlsmx dms ptm,"['ahavavwbsbnabbndnan', 'sbs', 'zbdlsmx', 'dms', 'ptm']"
6/13/2022 20:40,kokolvz,@mootstrick PTM YO CSRAJO, ptm yo csrajo,"['', 'ptm', 'yo', 'csrajo']"
6/13/2022 20:38,Mochi_filters,JSKASJAKSJAKS DEJEN LLORAR BIEN PTM https://t.co/o7g0rVYvZX,jskasjaksjaks dejen llorar bien ptm ,"['jskasjaksjaks', 'dejen', 'llorar', 'bien', 'ptm', '']"
6/13/2022 20:37,iTETECUTE,LA PTM PENALES GENTE SIKEJFKGLH,la ptm penales gente sikejfkglh,"['la', 'ptm', 'penales', 'gente', 'sikejfkglh']"
6/13/2022 20:35,dalib0n_,NONONONONO PENALES PTM,nonononono penales ptm,"['nonononono', 'penales', 'ptm']"
6/13/2022 20:31,dannaxsydney,PTM YAAA,ptm yaa,"['ptm', 'yaa']"
6/13/2022 20:24,kthvkooo,PTM METAN GOL!!!,ptm metan gol ,"['ptm', 'metan', 'gol', '']"
6/13/2022 20:22,picaronez,CARSHEJKWJEJEKOQIWK ESTAMOS CERCA PTM,carshejkwjejekoqiwk estamos cerca ptm,"['carshejkwjejekoqiwk', 'estamos', 'cerca', 'ptm']"
6/13/2022 20:21,giorginaff,YO HRITSNFO PTM,yo hritsnfo ptm,"['yo', 'hritsnfo', 'ptm']"
6/13/2022 20:20,lalisarht,CSM PTM MRD,csm ptm mrd,"['csm', 'ptm', 'mrd']"
6/13/2022 20:20,sefeliz1000000,Oeeeee ptm https://t.co/NIYTOGPbkv,oee ptm ,"['oee', 'ptm', '']"
6/13/2022 20:20,arthyunn,@hskmiine PTM CSSI, ptm cssi,"['', 'ptm', 'cssi']"
6/13/2022 20:20,maclarmy_17,A DONDE PTM TAN CERCAAAAAAAAAAAAAAHHHH,a donde ptm tan cercaahh,"['a', 'donde', 'ptm', 'tan', 'cercaahh']"
6/13/2022 20:20,Tatix1864,TAN CERCA PTM TAN CERCAAAAA https://t.co/XW7lCLYp4D,tan cerca ptm tan cercaa ,"['tan', 'cerca', 'ptm', 'tan', 'cercaa', '']"
6/13/2022 20:19,1988GRNT,CASI PTM CASI,casi ptm casi,"['casi', 'ptm', 'casi']"
6/13/2022 20:19,tbslxl28,PTM METAN GOL,ptm metan gol,"['ptm', 'metan', 'gol']"
